n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,30,5.0,leaf,25,42,95,0.355464759959142,0.355464759959142,24,0.6359812004639921,0.9020833333333333,0.771118063089059,0.9882943006675191
10,30,5.0,leaf,30,42,95,0.355464759959142,0.355464759959142,29,0.6375759797031925,0.8793103448275862,0.7178112735454177,0.9902509813325803
10,30,5.0,eom,10,42,59,0.17410055612302802,0.17410055612302802,9,0.7346471260846046,0.9722222222222222,0.9102341696234184,0.952680865565148
10,30,5.0,eom,15,42,59,0.17410055612302802,0.17410055612302802,14,0.6150795156717027,0.95,0.8795502897574394,0.9698187275234184
10,30,5.0,eom,20,42,59,0.17410055612302802,0.17410055612302802,19,0.5880154099450866,0.9263157894736842,0.8009135375780817,0.9804453880105103
10,30,5.0,eom,25,42,59,0.17410055612302802,0.17410055612302802,24,0.6085447487440406,0.9125,0.7736000611619862,0.9842734535403533
10,30,5.0,eom,30,42,59,0.17410055612302802,0.17410055612302802,29,0.6162148629770126,0.906896551724138,0.7394255706020505,0.9871266207611437
10,30,15.0,leaf,10,42,79,0.39484734990352965,0.39484734990352965,9,0.6946392330275707,0.9666666666666667,0.9042779169098587,0.9674877956299446
10,30,15.0,leaf,15,42,79,0.39484734990352965,0.39484734990352965,14,0.601675299938912,0.9392857142857143,0.8639004658643564,0.9814692292350475
10,30,15.0,leaf,20,42,79,0.39484734990352965,0.39484734990352965,19,0.5632176017078423,0.9315789473684211,0.8169587370126422,0.9870207092929498
10,30,15.0,leaf,25,42,79,0.39484734990352965,0.39484734990352965,24,0.6010088808361355,0.9208333333333333,0.7939730605567891,0.9894935611695503
10,30,15.0,leaf,30,42,79,0.39484734990352965,0.39484734990352965,29,0.628709923263749,0.8913793103448275,0.7381075604709216,0.9911136696607163
10,30,15.0,eom,10,42,45,0.11939620928384974,0.11939620928384974,9,0.7595242547962456,0.9666666666666667,0.9044504330503513,0.9467173690434758
10,30,15.0,eom,15,42,45,0.11939620928384974,0.11939620928384974,14,0.6438291272934099,0.95,0.864832970270194,0.9670933288523937
10,30,15.0,eom,20,42,45,0.11939620928384974,0.11939620928384974,19,0.653440719493787,0.9289473684210526,0.7964123329315026,0.9766400427808236
10,30,15.0,eom,25,42,45,0.11939620928384974,0.11939620928384974,24,0.629347393089481,0.9166666666666666,0.7757563029247846,0.9835548766311808
10,30,15.0,eom,30,42,45,0.11939620928384974,0.11939620928384974,29,0.6640566966594462,0.8844827586206897,0.7256189231756253,0.9861060309703089
10,35,,leaf,10,42,56,0.4586312563840654,0.4586312563840654,9,0.6445286731460002,0.9666666666666667,0.8929234872328098,0.9706686563237462
10,35,,leaf,15,42,56,0.4586312563840654,0.4586312563840654,14,0.6089956420866738,0.9392857142857143,0.8499235313484792,0.9836375509812865
10,35,,leaf,20,42,56,0.4586312563840654,0.4586312563840654,19,0.5844693186774773,0.9342105263157895,0.8153238921486082,0.9883703835039084
10,35,,leaf,25,42,56,0.4586312563840654,0.4586312563840654,24,0.609140301648034,0.9083333333333333,0.7733597920091735,0.9905831558225019
10,35,,leaf,30,42,56,0.4586312563840654,0.4586312563840654,29,0.6447992611404946,0.896551724137931,0.7344969689321191,0.9921945728950806
10,35,,eom,10,42,35,0.14901827261377823,0.14901827261377823,9,0.7146071036034554,0.9444444444444444,0.8814858864155337,0.9502409789109121
10,35,,eom,15,42,35,0.14901827261377823,0.14901827261377823,14,0.6323050153625297,0.9428571428571428,0.8342880193033185,0.972748053688987
10,35,,eom,20,42,35,0.14901827261377823,0.14901827261377823,19,0.6325260603415103,0.9210526315789473,0.7853188097584972,0.9809568345219811
10,35,,eom,25,42,35,0.14901827261377823,0.14901827261377823,24,0.618172990854912,0.9,0.7497757474248492,0.985000650443744
10,35,,eom,30,42,35,0.14901827261377823,0.14901827261377823,29,0.6619913318159178,0.8758620689655172,0.7010881754514621,0.9871315426461562
10,35,5.0,leaf,10,42,79,0.34048348655090227,0.34048348655090227,9,0.6805927820209843,0.9722222222222222,0.9107446262521895,0.9628531176907656
10,35,5.0,leaf,15,42,79,0.34048348655090227,0.34048348655090227,14,0.6430623341725056,0.9464285714285714,0.8661210671128236,0.9797704774002874
10,35,5.0,leaf,20,42,79,0.34048348655090227,0.34048348655090227,19,0.6543148153027225,0.9368421052631579,0.8347102121485956,0.9852282466453396
10,35,5.0,leaf,25,42,79,0.34048348655090227,0.34048348655090227,24,0.6332741024830782,0.9041666666666667,0.7706463524545115,0.9884696442804878
